id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
808,0,53,1,2,3,1,0,1,45,1,2,1,12100.0,1350,10750.0,854,13138,115,667,112
809,0,54,0,2,4,1,2,3,42,1,3,1,34516.0,1996,32520.0,988,15033,114,0.81,58
810,0,44,0,2,1,1,4,0,31,2,1,3,6176.0,905,5271.0,805,15102,95,792,147
811,0,31,0,0,3,1,3,0,36,2,3,3,32791.0,1607,31184.0,752,13177,106,738,49
812,0,38,0,3,1,0,4,0,27,2,4,1,34516.0,0,34516.0,919,13781,106,797,0.0
813,1,53,1,1,3,0,0,0,44,1,3,2,5541.0,2517,3024.0,879,9195,73,825,454
814,0,45,0,4,3,1,0,0,36,1,2,3,7231.0,1047,6184.0,947,15571,115,797,145
815,0,48,1,3,3,0,1,0,42,1,2,3,9215.0,639,8576.0,646,13345,114,754,69
816,0,46,1,3,1,0,0,0,36,1,2,2,3759.0,0,3759.0,722,15331,106,767,0.0
817,0,47,0,3,0,0,2,0,35,2,3,1,14131.0,1333,12798.0,767,12779,103,689,94
818,0,38,1,2,0,1,0,0,28,1,1,2,3629.0,1891,1738.0,917,15982,113,687,521
819,0,48,0,3,0,1,2,0,36,1,1,2,15524.0,1148,14376.0,829,13819,106,0.71,74
820,0,45,1,3,3,1,0,0,40,2,1,3,4010.0,2517,1493.0,0.71,14354,101,629,628
821,0,42,0,5,1,1,2,0,36,2,4,3,3275.0,1525,1750.0,749,14830,112,697,466
822,0,35,0,2,4,0,2,0,24,2,3,1,3388.0,1659,1729.0,842,13557,100,724,0.49
823,0,44,1,4,0,0,1,0,34,1,3,3,3657.0,0,3657.0,785,14802,95,667,0.0
824,0,41,0,3,1,1,3,0,33,2,1,1,13818.0,609,13209.0,787,13209,101,656,44
825,0,55,0,1,1,0,3,0,42,1,4,2,34516.0,1583,32933.0,824,12192,112,672,46
826,0,34,0,2,3,0,0,0,23,1,3,2,8940.0,1518,7422.0,726,14459,97,702,0.17
827,1,40,0,4,0,0,3,0,36,6,3,2,34516.0,572,33944.0,01.05,8659,81,1.077,17
828,0,48,0,1,0,1,2,0,39,2,3,1,8624.0,1709,6915.0,967,15738,111,0.82,198
829,1,50,1,4,3,0,0,0,37,1,2,3,3699.0,913,2786.0,866,7297,71,0.69,247
830,0,33,1,2,3,1,0,0,24,1,3,2,3731.0,0,3731.0,767,13234,92,0.84,0.0
831,0,28,1,1,4,0,0,0,14,2,3,3,3848.0,0,3848.0,841,14054,105,694,0.0
832,0,46,0,4,0,1,3,0,33,1,2,1,13490.0,1567,11923.0,795,13159,105,0.75,116
833,0,38,1,1,2,0,0,0,28,2,2,2,4623.0,1366,3257.0,776,14730,118,735,295
834,1,40,0,2,0,1,3,0,30,6,2,3,20798.0,1059,19739.0,1.049,8038,90,837,51
835,1,48,1,3,4,2,0,0,36,5,3,1,9943.0,2138,7805.0,949,8325,54,1.0,215
836,0,45,1,3,3,1,0,1,39,1,2,3,10186.0,1608,8578.0,712,14023,106,767,158
837,1,57,0,2,4,0,3,1,43,2,3,3,34516.0,1847,32669.0,557,7842,61,794,54
838,1,49,0,3,0,1,4,0,38,2,3,3,8549.0,0,8549.0,1.023,9192,77,791,0.0
839,0,58,0,1,3,1,2,0,48,2,3,2,20724.0,2221,18503.0,769,14215,109,703,107
840,0,42,0,2,3,1,3,1,31,2,1,3,34516.0,1356,33160.0,0.71,12878,104,825,39
841,0,52,1,2,2,2,1,2,43,2,2,3,23981.0,2114,21867.0,721,15281,100,724,88
842,0,30,0,2,2,0,2,0,36,1,3,3,4192.0,1734,2458.0,753,13345,106,893,414
843,0,36,0,2,3,1,0,0,23,2,2,3,3920.0,0,3920.0,813,16500,102,729,0.0
844,0,47,1,2,1,1,1,0,40,2,1,3,4074.0,1868,2206.0,688,15005,118,761,459
845,0,60,0,0,0,1,1,0,54,3,3,3,13035.0,1285,11750.0,761,14585,97,0.98,99
846,0,42,0,2,3,0,2,1,36,3,3,2,34516.0,0,34516.0,774,12920,132,737,0.0
847,0,49,0,2,0,1,3,0,39,2,3,1,15894.0,1293,14601.0,693,14256,118,735,81
848,0,39,0,1,1,0,3,0,29,3,1,2,9680.0,2101,7579.0,626,15152,100,695,217
849,0,50,0,4,1,1,4,0,41,2,2,2,34516.0,2353,32163.0,667,15214,129,675,68
850,0,50,0,2,2,1,2,0,36,2,2,1,12299.0,1664,10635.0,879,15060,90,915,135
851,1,60,0,1,1,0,0,0,50,4,4,5,4613.0,0,4613.0,978,8970,78,1.294,0.0
852,0,51,0,1,0,1,2,0,38,3,3,1,13731.0,1375,12356.0,878,14826,99,707,0.1
853,0,44,0,3,2,1,2,2,34,3,1,3,34516.0,1543,32973.0,774,13967,101,712,45
854,0,41,1,1,1,2,0,0,36,2,3,1,7106.0,2031,5075.0,746,16377,124,746,286
855,0,43,0,5,4,0,2,0,31,3,3,1,17230.0,1805,15425.0,788,14781,130,857,105
856,0,49,0,4,4,0,3,0,42,3,2,1,30885.0,2018,28867.0,904,17350,115,0.62,65
857,1,50,0,3,2,0,3,1,36,3,3,2,34516.0,2517,31999.0,735,7155,66,0.65,73
858,1,41,0,3,5,0,3,0,29,2,2,3,24001.0,1629,22372.0,965,9102,75,974,68
859,0,31,0,0,3,0,1,0,36,2,3,3,4661.0,1835,2826.0,999,14257,110,964,394
860,0,38,0,3,0,1,3,0,29,2,2,2,16722.0,0,16722.0,719,15110,113,823,0.0
861,1,49,1,1,3,1,0,1,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,905,0.0
862,1,54,0,5,1,1,3,0,48,2,1,3,7464.0,0,7464.0,865,9071,74,1.0,0.0
863,0,47,1,4,1,1,0,0,36,1,3,1,3216.0,1480,1736.0,733,14178,123,809,0.46
864,0,48,0,1,2,1,2,0,44,2,3,1,15355.0,1823,13532.0,809,15053,111,1.018,119
865,1,37,0,3,3,0,3,0,17,1,1,2,4116.0,1473,2643.0,1.023,8667,70,892,358
866,1,54,1,2,4,0,0,0,43,2,3,2,4917.0,0,4917.0,972,9442,69,917,0.0
867,0,48,1,4,5,2,0,1,38,2,1,2,10610.0,0,10610.0,664,15050,108,742,0.0
868,0,38,0,0,1,1,2,0,31,4,3,3,16565.0,1200,15365.0,0.68,16736,99,0.8,72
869,1,30,0,0,3,1,1,0,23,6,2,4,4063.0,0,4063.0,776,7463,70,707,0.0
870,1,29,0,1,1,0,2,0,17,6,1,3,17744.0,829,16915.0,851,9658,78,773,47
871,0,58,0,4,3,1,4,1,45,4,2,3,34516.0,0,34516.0,849,15560,100,724,0.0
872,0,61,0,2,0,1,2,0,48,4,1,2,18571.0,0,18571.0,594,15802,118,686,0.0
873,1,51,1,4,4,1,1,1,43,1,3,3,3735.0,0,3735.0,762,6826,61,848,0.0
874,0,47,0,2,1,1,2,0,32,3,5,2,3842.0,1563,2279.0,781,14751,107,726,407
875,0,44,1,1,1,0,0,0,36,3,3,3,6159.0,1640,4519.0,619,13517,106,656,266
876,0,52,0,3,4,2,2,0,33,5,3,2,3388.0,2517,871.0,919,15313,91,784,743
877,0,49,0,2,1,0,3,1,40,4,3,2,34516.0,1313,33203.0,583,15154,99,833,38
878,0,57,1,1,3,1,0,0,46,4,3,2,3638.0,0,3638.0,837,16469,115,667,0.0
879,0,39,0,4,4,0,3,0,32,5,3,2,26710.0,1681,25029.0,741,14043,117,746,63
880,0,32,1,1,3,1,0,0,36,4,3,3,9550.0,2517,7033.0,713,13783,116,841,264
881,0,54,0,2,2,1,3,1,39,4,1,4,34516.0,2305,32211.0,586,13756,106,0.71,67
882,0,59,0,1,5,0,3,0,49,4,2,2,22715.0,707,22008.0,848,15004,117,887,31
883,0,45,1,5,5,1,0,2,39,6,3,2,15987.0,1096,14891.0,625,14209,103,776,69
884,1,46,1,3,5,0,0,2,36,1,3,5,15164.0,532,14632.0,858,8356,68,478,35
885,0,50,0,3,1,0,3,1,41,2,2,1,34516.0,0,34516.0,627,15059,118,735,0.0
886,0,56,0,0,3,0,2,0,44,1,3,2,6828.0,1859,4969.0,752,14713,104,677,272
887,0,43,0,3,5,1,3,0,27,4,2,2,3676.0,673,3003.0,629,14651,105,0.78,183
888,0,43,0,3,3,2,2,0,28,3,3,4,5479.0,1183,4296.0,596,14728,126,909,216
889,0,42,1,1,3,0,0,0,34,5,1,3,3534.0,1175,2359.0,737,13588,94,808,332
890,0,56,0,3,3,0,4,0,44,3,1,2,34516.0,1307,33209.0,558,13759,120,765,38
891,1,31,0,1,4,0,1,0,24,4,2,4,4169.0,534,3635.0,836,8565,70,795,128
892,0,44,1,3,0,1,0,1,36,3,3,2,12944.0,1200,11744.0,839,16161,105,944,93
893,0,42,1,4,1,0,0,0,30,3,1,3,6172.0,1212,4960.0,723,16622,99,0.65,196
894,0,45,0,4,3,0,1,0,35,3,2,2,7935.0,888,7047.0,779,15380,122,694,112
895,0,52,0,1,1,0,3,0,41,4,1,4,4103.0,1972,2131.0,665,16344,118,788,481
896,0,58,1,0,3,0,0,0,48,2,2,5,4299.0,1334,2965.0,0.66,15068,123,685,0.31
897,0,49,0,1,3,0,2,0,40,6,3,3,6481.0,1569,4912.0,692,15937,119,803,242
898,0,57,0,2,3,1,3,0,40,6,3,4,17925.0,1909,16016.0,712,17498,111,0.82,106
899,0,56,1,1,3,0,0,0,50,4,1,4,3688.0,606,3082.0,0.57,14596,120,791,164
